,Name,2_March,18_May
1624,HP Cotton Textile,151.9,131.0
1625,HPCL,518.8,505.05
1626,HPL Electric & Power,353.8,413.5
1627,HS India,17.39,18.06
1628,HT Media,31.05,27.05
1629,Hubtown,144.9,152.75
1630,HUDCO,195.9,244.6
1631,Huhtamaki India,346.4,303.65
1632,Hybrid Fin Serv,9.05,10.5
1633,Hypersoft Tech,10.5,12.7
1634,I Power Solutions,10.27,11.31
1635,IB Infotech Entr,123.1,125.0
1636,ICDS,49.0,38.05
1637,Ice Make Refrig,513.45,555.8
1638,ICICI Bank,1084.65,1130.75
1639,ICICI Lombard,1652.4,1674.25
1640,ICICI Prudential,538.0,589.7
1641,ICICI Securities,826.2,730.0
1642,ICRA,5807.05,5296.35
1643,ID Info Business,15.85,15.85
1644,IDBI Bank,88.85,86.1
1645,Ideaforge Technology,820.55,699.5
1646,IDFC,118.1,114.35
1647,IDFC First Bank,82.55,77.45
1648,IDream Film Infra,89.5,85.05
1649,IEL,8.82,7.09
1650,IEL,8.82,7.09
1651,IEL,8.82,7.09
1652,IEL,8.82,7.09
1653,IEX,151.55,158.35
1654,IFB Agro Industries,472.85,452.3
1655,IFB Industries,1432.4,1452.15
1656,IFCI,45.75,63.6
1657,IFGL Refractories,566.7,730.75
1658,IFL Enterprises,2.1,1.41
1659,IFL Enterprises,2.1,1.41
1660,IFL Enterprises,2.1,1.41
1661,IFL Enterprises,2.1,1.41
1662,Igarashi Motors,488.05,526.8
1663,IGC Industries,27.6,42.03
1664,IGPL,470.0,489.65
1665,IIFL Finance,622.55,401.5
1666,IIFL Securities,156.25,164.75
1667,IIRM Holdings India,24.03,26.49
1668,IIRM Holdings India,24.03,26.49
1669,IIRM Holdings India,24.03,26.49
1670,IIRM Holdings India,24.03,26.49
1671,IITL Projects,34.91,44.65
1672,IKIO Lighting,293.4,291.45
1673,IL&FS Investment,10.3,11.6
1674,IM+ Capitals,723.5,848.0
1675,Imagicaaworld,82.8,80.4
1676,IMEC Services,0.0,0.0
1677,IMEC Services,0.0,6.98
1678,IMEC Services,6.34,0.0
1679,IMEC Services,6.34,6.98
1680,IMFA,630.9,740.75
1681,IMP Powers,5.6,5.6
1682,IMPAL,1017.25,1023.05
1683,Impex Ferro Tech,4.85,3.6
1684,Inani Marbles & Inds,23.88,24.9
1685,Incap,76.69,64.5
1686,Inceptum Enterprises,9.5,9.5
1687,Incon Engineers,15.24,16.47
1688,Ind & Prud Invest,5379.0,5440.0
1689,Ind Agiv Commerce,47.76,58.99
1690,Ind Bank Housing,49.41,49.49
1691,Ind Renewable,19.8,18.01
1692,Ind Swift,19.5,20.7
1693,Ind-Swift Labs,110.1,110.25
1694,Indag Rubber,146.85,163.75
1695,Indbank Merchant,48.05,48.6
1696,Indergiri Finance,59.94,49.01
1697,India Cements,232.9,214.0
1698,India Cements Capital,19.39,19.89
1699,India Finsec,80.0,107.0
1700,India Gelatine,391.05,392.0
1701,India Glycols,846.95,800.4
1702,India Home Loan,33.43,32.49
1703,India Infraspace,8.46,8.46
1704,India Lease Dev,0.0,0.0
1705,India Nippon Elec,735.0,667.7
1706,India Pesticides,371.05,248.15
1707,India Power Corp,19.85,17.75
1708,India Radiators,5.93,7.68
1709,India Shelter Fin.,630.65,573.6
1710,India Steel Wrks,0.0,0.0
1711,Indiabulls Enterpris,12.9,13.45
1712,Indiabulls Housing,192.35,162.8
1713,Indiabulls Real Es,121.5,127.0
1714,Indiamart Inter,2657.75,2632.2
1715,Indian Acrylics,0.0,0.0
1716,Indian Bank,529.0,540.05
1717,Indian Bright Steel,141.35,158.9
1718,Indian Card Cloth,269.15,281.6
1719,Indian Hotels Co,589.5,570.6
1720,Indian Hume Pipe,304.15,337.7
1721,Indian Infotech,2.13,1.52
1722,Indian Overseas Bank,64.4,64.7
1723,Indian Ren. Energy,160.9,176.3
1724,Indian Sucrose,0.0,0.0
1725,Indian Terrain,75.0,70.9
1726,Indian Toners,296.25,281.55
1727,Indian Wood Prods,33.95,30.35
1728,IndiaNivesh,15.25,10.81
1729,Indigo Paints,1408.15,1365.0
1730,Inditrade Capital,31.99,28.02
1731,Indo Amines,136.9,132.2
1732,Indo Borax,177.2,175.5
1733,Indo Borax & Chem.,177.75,175.0
1734,Indo Cotspin,44.8,45.49
1735,Indo Count Inds,338.45,387.4
1736,Indo Credit Capital,1.78,1.86
1737,Indo Euro Indchem,13.95,21.85
1738,Indo National,701.9,618.3
1739,Indo Rama Synthetics,50.5,43.85
1740,Indo Tech,1100.95,1437.15
1741,Indo Thai Secs,327.0,321.75
1742,Indo-City Infotech,11.55,15.03
1743,Indo-Global Entr,16.0,16.0
1744,Indo-National,701.9,618.3
1745,Indoco Remedies,354.85,321.7
1746,Indokem,0.0,0.0
1747,IndoStar Capital,223.8,249.0
1748,Indowind Energy,21.85,24.1
1749,Indra Industries,8.53,13.17
1750,Indrapras Med Corp,181.75,262.7
1751,Indraprastha Gas,435.05,444.0
1752,Indrayani Biotech,64.06,56.91
1753,Indsil Hydro Power,55.92,58.3
1754,Indsoya,9.55,9.55
1755,Inducto Steels,70.8,63.99
1756,Indus Finance,18.12,17.32
1757,Indus Towers,265.7,344.95
1758,IndusInd Bank,1526.0,1417.3
1759,Industrial Invest,207.5,150.2
1760,Inertia Steel,146.0,146.0
1761,Infibeam Avenues,36.15,32.8
1762,Info Edge (India),5183.75,6200.3
1763,Infobeans Tech,406.1,420.2
1764,Infomedia Press,5.6,5.45
1765,Informed Tech,65.86,99.0
1766,Infosys,1656.3,1443.65
1767,Infra Industries,9.5,9.5
1768,Infronics Systems,70.34,58.0
1769,Ingersol-Rand,3801.95,4923.8
1770,Inland Printers,33.71,87.01
1771,Innocorp,5.95,5.1
1772,Innova Captab,532.15,518.3
1773,Innovassynth Inv,31.21,31.63
1774,Innovative Tech,30.82,28.48
1775,Inox Green Energy Se,136.05,139.8
1776,Inox India,1270.35,1352.8
1777,INOX Leisure,508.85,508.85
1778,INOX Wind,581.7,628.9
1779,Inox Wind Energy,6920.1,7340.35
1780,Insecticides India,539.65,581.6
1781,Insilco,0.0,0.0
1782,Inspirisys Solutions,105.5,109.7
1783,Intec Capital,17.73,17.99
1784,Integra Capital,19.9,17.27
1785,Integra Engg,253.4,291.0
1786,Integra Essentia,3.65,3.8
1787,Integra Garments,1.7,1.7
1788,Integra Switchgear,65.88,128.65
1789,Integra Telecomm,10.3,8.86
1790,Integrated Capital,3.96,4.42
1791,Integrated Fin Serv,56.75,56.75
1792,Integrated Hitech,7.54,7.21
1793,Integrated Protein,16.5,16.15
1794,Integrated Tech,614.1,271.0
1795,Intellect Design,1097.55,901.7
1796,Intellivate Ventures,46.15,50.0
1797,Intense Tech,131.1,125.25
1798,Inter Globe Finance,58.56,67.47
1799,Interactive Fin Serv,22.85,24.7
1800,Interglobe Aviation,3159.8,4366.65
1801,Interstate Oil,42.05,43.79
1802,Interworld Digital,0.56,0.51
1803,Intl Combustion,1799.5,1950.0
1804,Intl Constructions,89.05,89.05
1805,Intl Conveyors,88.7,85.0
1806,Intl Data Mgmt,16.7,36.0
1807,Intl Travel House,0.0,0.0
1808,Intrasoft Tech,158.1,126.75
1809,Inv Trust of India,140.9,148.1
1810,Inventure Growth,2.75,2.35
1811,Invigorat.Busines,0.0,0.0
1812,IOCL,172.2,164.9
1813,IOLCP,408.3,376.25
1814,Ion Exchange,492.0,524.5
1815,Ion Exchange,492.0,524.5
1816,Ion Exchange,492.0,524.5
1817,Ion Exchange,492.0,524.5
1818,IP Rings,0.0,0.0
1819,IPCA Laboratories,1198.95,1309.75
1820,IPCL,579.3,652.0
1821,IRB Infra Devs,64.35,68.9
1822,IRB Infra Devs,64.35,68.9
1823,IRB Infra Devs,64.35,68.9
1824,IRB Infra Devs,64.35,68.9
1825,Ircon International,228.5,273.55
1826,IRCTC,933.7,1102.6
1827,IRFC,148.7,173.25
1828,IRIS Business Serv,132.0,179.9
1829,Iris Clothings,85.55,82.95
1830,Iris Clothings,85.55,82.95
1831,Iris Clothings,85.55,82.95
1832,Iris Clothings,85.55,82.95
1833,IRM Energy,559.55,572.4
1834,Ironwood Education,25.92,24.79
1835,ISF,2.24,2.0
1836,ISGEC Heavy Engg,870.1,1118.4
1837,Ishaan Infra,5.56,5.3
1838,Ishan Dyes & Chem,58.09,48.68
1839,Ishita Drugs & Inds,72.92,66.8
1840,ISL,28.8,39.89
1841,ISL Consulting,32.0,31.24
1842,ISMT,94.55,124.35
1843,IST,991.1,974.15
1844,iStreet Network,2.7,3.0
1845,ITC,412.05,436.65
1846,ITD Cementation,336.1,389.85
1847,ITDC,761.25,670.6
1848,ITI,295.2,312.75
1849,ITL Industries,345.7,418.0
1850,IVP,184.35,167.7
1851,Iykot Hitech,26.84,13.84
1852,Izmo,293.5,313.45
1853,J C T,0.0,0.0
1854,J Kumar Infra,649.25,633.2
1855,J R Foods,3.61,3.61
1856,J Taparia Projects,30.1,28.2
1857,JA Finance,29.3,30.0
1858,Jackson Investments,1.1,0.7
1859,Jagan Lamps,114.85,99.95
1860,Jagatjit Inds,0.0,0.0
1861,Jagran Prakashan,119.3,94.1
1862,Jagson Pal Pharma,308.55,361.05
1863,Jagsonpal Fin,7.24,5.21
1864,Jai Balaji Inds,1240.55,964.95
1865,Jai Corp,316.55,300.0
1866,Jai Mata Glass,2.0,1.76
1867,Jaihind Synthetics,30.16,33.25
1868,Jain Irrigation,57.0,69.55
1869,Jain Irrigation - DVR,33.1,35.05
1870,Jain Marmo Inds,22.06,22.01
1871,Jainco Projects,5.25,5.18
1872,Jainex Aamcol,150.0,160.55
1873,Jaipan Industries,41.4,40.3
1874,Jaiprakash Asso,19.25,17.0
1875,Jaiprakash Power,18.75,19.9
1876,James Warren Tea,228.0,219.1
1877,Jammu & Kashmir Bank,143.0,129.55
1878,Jamna Auto Inds,135.7,135.0
1879,Jamshri Realty,5375.05,11490.0
1880,Jana Small Fin. Bank,453.25,629.0
1881,Jasch Industries,0.0,0.0
1882,Jasch Industries,0.0,204.1
1883,Jasch Industries,249.75,0.0
1884,Jasch Industries,249.75,204.1
1885,Jash Engineering,1779.6,2454.0
1886,Jatalia Global Vent,1.43,1.43
1887,Jauss Polymers,6.56,7.88
1888,Jay Bharat Maruti,135.85,112.45
1889,Jay Bharat Maruti,135.85,112.45
1890,Jay Bharat Maruti,135.85,112.45
1891,Jay Bharat Maruti,135.85,112.45
1892,Jay Shree Tea & Inds,118.9,102.65
1893,Jay Ushin,745.0,777.35
1894,Jayabharat Credit,14.24,8.92
1895,Jayant Agro-Organics,231.85,240.5
1896,Jayant Infratech,295.0,197.5
1897,Jayaswal Neco Inds,54.7,48.65
1898,Jayatma Enterprise,23.0,16.95
1899,Jayatma Industries,14.4,13.1
1900,Jaybharat Textiles,26.2,27.0
1901,Jaykay Enterprises,0.0,0.0
1902,Jaypee Infratech,1.25,1.25
1903,Jayshree Chemicals,10.45,9.81
1904,Jaysynth Dyestuff,0.0,0.0
1905,JBCPL,1539.9,1843.0
1906,JBCPL,1539.9,1843.0
1907,JBCPL,1539.9,1843.0
1908,JBCPL,1539.9,1843.0
1909,JBF Industries,4.3,4.3
1910,JBM Auto,2147.1,1833.05
1911,JD Orgochem,0.0,0.0
1912,Jeevan Scientific,56.03,47.15
1913,Jenburkt Pharma,791.25,783.0
1914,Jet Freight Logistic,14.55,13.9
1915,Jetking Infotrain,58.28,58.5
1916,Jhaveri Credits,527.3,390.65
1917,JHS Svendgaard Lab,24.75,18.65
1918,Jindal Capital,37.41,37.02
1919,Jindal Drilling,675.2,764.5
1920,Jindal Hotels,67.2,121.8
1921,Jindal Leasefin,38.75,40.0
1922,Jindal Photo,655.6,644.4
1923,Jindal Poly Films,562.2,530.25
1924,Jindal Poly Invst,741.25,699.65
1925,Jindal SAW,493.35,552.7
1926,Jindal SS (Hisar),562.8,562.8
1927,Jindal Stainless,662.9,704.15
1928,Jindal Steel & Power,838.5,1016.65
1929,Jindal Worldwide,419.7,353.85
1930,JIO Financial Serv.,328.25,362.2
1931,JITF Infra,527.95,798.35
1932,Jiya Eco-Products,3.5,3.5
1933,JJ Finance,25.0,18.05
1934,JK Agri Genetics,415.95,398.8
1935,JK Cement,4514.4,3902.9
1936,JK Lakshmi Cement,941.15,778.35
1937,JK Paper,377.85,379.2
1938,JK Tyre & Industries,519.8,402.8
1939,JL Morison,2021.35,2021.35
1940,JM Financial,98.95,82.0
1941,JMC Projects,118.85,118.85
1942,JMD Ventures,14.24,12.54
1943,JMJ Fintech,24.33,22.54
1944,JMT Auto,1.45,1.45
1945,Jocil,204.05,192.05
1946,John Cockerill India,0.0,0.0
1947,Johnson Controls,1122.7,1272.3
1948,Johnson Pharmacare,0.89,1.15
1949,Joindre Capital Serv,50.37,47.34
1950,Jolly Merchants,12.87,8.91
1951,Josts Engg Co,681.15,1087.0
1952,Josts Engg Co,681.15,1087.0
1953,Josts Engg Co,681.15,1087.0
1954,Josts Engg Co,681.15,1087.0
1955,Joy Realty,43.17,
1956,JPT Securities,9.4,9.1
1957,JSL Industries,879.0,1060.0
1958,JSW Energy,504.95,597.75
1959,JSW Holdings,6594.25,6491.85
1960,JSW Infrastructure,260.1,275.5
1961,JSW Ispat Spl Prod,39.0,39.0
1962,JSW Steel,844.95,890.8
1963,JTEKT India,161.8,165.55
1964,JTL,15.02,10.25
1965,JTL Industries,261.9,216.35
1966,JTL Infra,261.55,216.6
1967,Jubilant Foodworks,468.4,469.4
1968,Jubilant Industries,1424.9,1103.05
1969,Jubilant Ingrevia,487.35,529.75
1970,Jubilant Pharmova,571.35,716.45
1971,Julien Agro Infra,29.88,29.86
1972,Jullundur Motor,118.75,100.15
1973,Jumbo Bag,0.0,0.0
1974,Jupiter Infomedia,43.96,38.89
1975,Jupiter Life Line,1350.05,1243.7
1976,Jupiter Wagons,366.9,516.15
1977,Just Dial,922.9,999.15
1978,Justride Entr,276.35,
1979,Jyothy Labs,449.1,447.7
1980,Jyoti,59.46,70.93
1981,Jyoti Resins,1371.4,1310.0
1982,Jyoti Structures,26.5,25.95
1983,Jyotirgamya Entr,40.2,40.2
1984,K & R Rail Engg,662.3,515.0
1985,K-Lifestyle & Inds,0.0,0.0
1986,K.P.R. Mill,773.65,832.4
1987,Kabra Commercial,25.77,25.77
1988,Kabra Drugs,6.85,7.54
1989,Kabra Extrusion,361.5,383.2
1990,Kabsons Industries,18.66,20.14
1991,Kachchh Minerals,38.68,34.87
1992,Kaira Can Company,2249.9,2340.0
1993,Kaiser Corporation,13.28,11.06
1994,Kaizen Agro Infra.,19.39,21.0
1995,Kajaria Ceramics,1282.0,1273.15
1996,Kakatiya Textiles,23.91,30.0
1997,Kallam Textiles,7.14,8.45
1998,Kalpataru Projects,981.85,1199.2
1999,Kalyan Capitals,23.1,18.17
2000,Kalyan Jewellers,412.4,413.2
2001,Kalyani Steels,1015.35,848.55
2002,Kama Holdings,2642.2,2510.05
2003,Kamadgiri Fashion,78.68,75.25
2004,Kamanwala Housing,22.52,17.0
2005,Kamat Hotels,299.6,290.9
2006,Kamdhenu,653.25,517.75
2007,Kamdhenu Ventures,193.2,171.05
2008,Kanani Industries,4.85,3.7
2009,Kanchi Karpooram,401.6,473.0
2010,Kanco Tea & Inds,79.2,71.8
2011,Kandagiri Spinning,0.0,0.0
2012,Kanel Industries,0.0,0.0
2013,Kanishk Steel Inds,32.05,34.29
2014,Kanoria Chemical,124.75,119.65
2015,Kanoria Enr & Infra.,29.82,28.9
2016,Kanpur Plastipack,106.4,106.9
2017,Kansai Nerolac,292.5,277.85
2018,Kanungo Financiers,5.41,4.69
2019,Kapil Cotex,126.5,159.4
2020,Kapil Raj Finance,15.0,26.5
2021,Kapston Services,254.8,342.5
2022,Karda Constructions,16.55,16.55
2023,Karma Energy,77.7,72.05
2024,Karnataka Bank,237.35,223.2
2025,Karnavati Finance,2.14,2.13
2026,Karnavati Finance,2.14,2.13
2027,Karnavati Finance,2.14,2.13
2028,Karnavati Finance,2.14,2.13
2029,Kartik Investments,736.0,750.0
2030,Karur Vysya Bank,185.35,197.65
2031,Kashyap Tele-Meds,2.4,2.12
2032,Katare Spinning,243.95,248.0
2033,Kaushalya Infra,775.05,766.35
2034,Kaushalya Infra,775.05,766.35
2035,Kaveri Seed Co,671.5,848.7
2036,Kavveri Telecom,13.15,18.35
2037,Kay Power & Paper,43.12,38.2
2038,Kaya,342.25,343.8
2039,Kaycee Industries,17500.0,38678.75
2040,Kaynes Technology,3008.95,3234.35
2041,KBC Global,2.05,1.8
2042,KBS India,10.16,9.8
2043,KBS India,10.16,9.8
2044,KBS India,10.16,9.8
2045,KBS India,10.16,9.8
2046,KCD Industries,12.18,10.2
2047,KCD Industries,12.18,10.2
2048,KCD Industries,12.18,10.2
2049,KCD Industries,12.18,10.2
2050,KCL Infra Projects,2.0,1.85
2051,KCP,194.05,169.15
2052,KCP Sugar & Inds,39.0,36.5
2053,KCSIL,229.55,216.1
2054,KD Leisures,5.47,5.47
2055,KDDL,2631.4,2627.85
2056,KEC International,720.95,791.85
2057,KEERTHI,143.0,120.25
2058,KEI Industries,3214.15,4227.4
2059,Kellton Tech Soln,126.85,96.9
2060,Keltech Energies,2708.45,4159.0
2061,Kemistar Corp,44.39,40.98
2062,Kemp & Company,1089.9,892.0
2063,Ken Financial Serv,12.7,16.25
2064,Kennametal,2476.1,2476.1
2065,Kenvi Jewels,6.66,5.85
2066,Kenvi Jewels,6.66,5.85
2067,Kenvi Jewels,6.66,5.85
2068,Kenvi Jewels,6.66,5.85
2069,Kerala Ayurveda,293.95,294.05
2070,Kesar Enterprises,0.0,0.0
2071,Kesar Petroproducts,12.35,11.14
2072,Kesar Terminals,0.0,0.0
2073,Kesoram Industries,172.55,179.75
2074,Kewal Kiran Clothing,754.2,665.55
2075,Key Corp,87.85,166.1
2076,Keynote Financial,172.45,174.9
2077,Keystone Realtors,676.35,715.6
2078,KFin Technologies,685.6,757.75
2079,KG Denim,0.0,0.0
2080,KG Petro Chem,205.0,234.2
2081,KGN Enterprises,7.26,7.26
2082,Khadim,355.2,364.75
2083,Khaitan,81.0,67.2
2084,Khaitan Chem & Fert,79.5,70.4
2085,Khandelwal Extract,67.13,65.68
2086,Khandwala Securities,32.25,28.25
2087,Khoday India,116.25,116.25
2088,Khoobsurat,1.47,1.23
2089,KIC Metaliks,52.7,51.8
2090,KICL,4562.55,4427.8
2091,Kiduja India,279.4,249.9
2092,KIFS Financial,148.05,149.95
2093,Kilburn Eng,0.0,0.0
2094,Kilitch Drugs,380.55,342.55
2095,Kimia Biosciences,36.99,47.26
2096,KIMS,2230.55,1952.2
2097,Kinetic Engineering,0.0,0.0
2098,Kinetic Trust,14.93,16.45
2099,Kingfa Science,1936.6,1959.25
2100,Kings Infra Ventures,199.35,174.0
2101,KIOCL,491.45,460.1
2102,Kiran Print Pack,11.18,11.59
2103,Kiran Syntex,9.07,8.63
2104,Kiran Vyapar,180.25,167.8
2105,Kiri Industries,392.95,357.65
2106,Kirloskar Brothers,934.4,1845.65
2107,Kirloskar Electric,124.6,228.3
2108,Kirloskar Ferrous,452.2,452.2
2109,Kirloskar Industries,4154.1,6471.8
2110,Kirloskar Oil Engines,909.3,1291.15
2111,Kirloskar Pneumatic,737.05,1214.4
2112,Kisan Mouldings,43.31,86.45
2113,Kitex Garments,244.7,213.7
2114,KJMC Corp Advisors,60.89,70.48
2115,KJMC Financial,0.0,0.0
2116,KK Fincorp,34.03,30.05
2117,KK Shah Hospitals,62.0,53.58
2118,Kkalpana Inds,9.95,9.81
2119,Kkalpana Plastick,24.78,26.41
2120,Kkrrafton Devs,111.0,204.95
2121,KLG Cap Servs,7.74,11.17
2122,KLRF,0.0,0.0
2123,KM Sugar Mills,33.85,38.3
2124,KMC Spl Hospitals,91.05,89.05
2125,KMEL,1.82,2.0
2126,KMF Builders & Devs,8.98,7.98
2127,KNR Constructions,272.05,259.45
2128,Kohinoor Foods,41.5,40.4
2129,Kokuyo Camlin,130.15,156.75
2130,Kolte-Patil Devs,485.5,524.55
2131,Kome-on Comm,2.11,1.78
2132,Konark Synthetic,23.31,20.73
2133,Konndor Industries,8.57,9.8
2134,Kopran,249.1,249.25
2135,Kore Foods,0.0,0.0
2136,Kotak Mahindra Bank,1723.7,1696.95
2137,Kothari Ferment,78.88,78.42
2138,Kothari Petrochem,136.15,141.55
2139,Kothari Products,139.1,131.45
2140,Kothari Sugars,60.25,58.55
2141,Kotia Enterprises,16.0,18.85
2142,Kovai Medical,2576.65,2576.65
2143,KP ENERGY,401.15,447.45
2144,KP ENERGY,401.15,447.45
2145,KP ENERGY,401.15,447.45
2146,KP ENERGY,401.15,447.45
2147,KPI Green Energy,1760.95,1926.65
2148,KPIT Tech,1583.9,1510.0
2149,KPR Mill,773.65,832.4
2150,KPT Industries,607.4,823.15
2151,Kranti Industries,80.07,73.95
2152,Kratos Energy,308.7,324.1
2153,KRBL,315.7,285.35
2154,Krebs Biochem,73.25,68.2
2155,Kreon Financial Serv,53.44,44.0
2156,Kretto Syscon,0.85,0.84
2157,Kridhan Infra,6.3,4.5
2158,Krishana Phoschem,259.2,217.4
2159,Krishanveer Forge,75.0,105.0
2160,Krishna Capital,18.92,24.25
2161,Krishna Filament,0.0,0.0
2162,Krishna Ventures,96.15,85.0
2163,Kriti Industries,157.4,116.05
2164,Kriti Nutrients,112.25,101.9
2165,Kritika Wires,19.3,20.6
2166,Krsnaa,665.1,599.2
2167,Krypton Industries,37.3,45.08
2168,KSB,3834.65,4818.75
2169,KSE,0.0,0.0
2170,Kshitij Polyline,6.0,5.35
2171,Ksk Energy Ven,0.0,0.0
2172,KSL & Industries,0.0,0.0
2173,Ksolves India,1263.8,1104.9
2174,KSS,0.15,0.15
2175,Kuantum Papers,186.25,155.1
2176,Kuber Udyog,7.69,11.5
2177,Kuberan Global E,16.82,13.48
2178,Kumbhat Financial,14.28,16.0
2179,Kunststofe Inds,33.47,31.98
2180,Kush Industries,0.0,0.0
2181,Kushal,2.24,2.24
2182,Kuwer Industries,13.6,12.47
2183,Kwality,2.2,2.2
2184,Kwality Cr & Leasing,7.6,7.6
2185,Kwality Pharma,506.0,508.0
2186,KZ Leasing & Fin,35.5,36.0
2187,L&T,3655.25,3464.2
2188,L&T Fin Holdings,171.4,163.75
2189,L&T Tech Services,5312.15,4464.05
2190,La Opala Rg,342.5,325.3
2191,La Tim Metal & Inds,17.35,17.05
2192,Lactose India,165.4,148.15
2193,Ladam Affordable,8.3,8.24
2194,Ladderup Finance,33.65,32.5
2195,Laffans Petrochem,45.69,44.69
2196,Lagnam Spintex,119.65,137.9
2197,Lahoti Overseas,50.04,44.89
2198,Lakhotia Polyester,41.25,34.0
2199,Lakshmi Auto Loom,1872.9,1990.0
2200,Lakshmi Electrical,0.0,0.0
2201,Lakshmi Finance,205.15,192.95
2202,Lakshmi Machine,14671.1,17121.9
2203,Lakshmi Mills Co,0.0,0.0
2204,Lambodhara Textile,169.0,149.5
2205,Lancer Container,149.7,149.7
2206,Lancer Container,149.7,149.7
2207,Lancer Container,149.7,149.7
2208,Lancer Container,149.7,149.7
2209,Lancor Holdings,60.94,45.05
2210,Landmarc Leisure,1.08,0.89
2211,Landmark Cars,771.5,757.6
2212,Lasa Supergenerics,29.65,23.7
2213,Last Mile Enterprise,656.5,889.65
2214,Latent View Anal,524.0,488.65
2215,Latteys Industries,18.95,17.2
2216,Laurus Labs,408.9,444.65
2217,Laxmi Cotspin,32.65,33.95
2218,Laxmi Goldorna,265.3,299.85
2219,Laxmi Organic Inds,257.45,259.1
2220,LCC Infotech,2.5,2.3
2221,Le Lavoir,100.27,254.15
2222,Lead Financial,22.74,16.5
2223,Leading Leasing,2.35,4.18
2224,Ledo Tea,32.4,32.4
2225,Lehar Footwears,132.9,134.9
2226,Lemon Tree Hotels,141.35,146.9
2227,Lerthai Finance,480.1,415.0
2228,Lesha Industries,4.3,3.86
2229,Lexus Granito,40.35,43.95
2230,LG Balakrishnan,1189.55,1279.6
2231,LGB Forge,11.05,9.9
2232,Libas Consumer Prods,22.0,19.25
2233,Liberty Shoes,309.6,322.85
2234,Libord Finance,10.33,13.89
2235,Libord Securities,11.77,24.8
2236,LIC,1036.25,974.4
2237,LIC Housing Finance,648.4,644.85
2238,Likhami Consulting,142.25,141.0
2239,Likhitha Infra,264.35,359.6
2240,Likhitha Infra,264.35,359.6
2241,Likhitha Infra,264.35,359.6
2242,Likhitha Infra,264.35,359.6
2243,Lime Chemicals,36.6,28.79
2244,Linaks Micro Elec,1.12,1.33
2245,Linc,551.65,607.25
2246,Lincoln Pharma,680.5,576.15
2247,Linde India,5525.6,9481.45
2248,Link Pharmachem,47.0,42.51
2249,Lippi Systems,18.1,17.69
2250,LKP Finance,0.0,0.0
2251,LKP Securities,19.31,24.94
2252,Lloyds Engr Works,58.8,63.05
2253,Lloyds Metals,588.8,705.15
2254,LNSEL,12.14,10.12
2255,Lohia Securities,195.0,195.0
2256,Lokesh Machines,330.4,431.05
2257,Longspur Ventures,10.02,5.62
2258,Longview Tea Co,48.48,44.0
2259,Looks Health Serv,5.86,5.65
2260,Lords Chloro Alkali,129.5,124.55
2261,Lords Ishwar Hotels,16.8,22.7
2262,Lorenzini Apparels,459.7,25.4
2263,Lotus Chocolate Co,341.65,389.0
2264,Lotus Eye Hosp,64.8,60.95
2265,Lovable Lingerie,139.2,133.05
2266,Loyal Equipments,151.65,199.0
2267,Loyal Textile Mills,615.0,589.95
2268,LPDCL,9.95,9.05
2269,LT Foods,178.75,223.65
2270,LTIMindtree,5294.9,4751.1
2271,Ludlow Jute,86.45,85.4
2272,Luharuka Media,5.08,4.9
2273,Lumax Auto Tech,480.2,476.95
2274,Lumax Industries,2373.65,2615.65
2275,Lupin,1634.4,1660.3
2276,Lux Industries,1172.35,1608.3
2277,LWS Knitwear,38.86,28.0
2278,Lyka Labs,123.1,116.8
2279,Lykis,58.93,44.33
2280,Lynx Machinery,108.5,119.55
2281,Lypsa Gems,7.35,6.15
2282,M Lakhamsi Inds,2.2,2.92
2283,Maan Aluminium,144.85,142.65
2284,Maan Aluminium,144.85,142.65
2285,Maan Aluminium,144.85,142.65
2286,Maan Aluminium,144.85,142.65
2287,Mac Charles,467.0,444.0
2288,Machino Plastics,228.7,248.0
2289,Macpower CNC,870.0,1446.7
2290,Macro Intl,38.94,42.92
2291,Macrotech Devs,1170.15,1207.5
2292,Madhav Copper,38.65,41.1
2293,Madhav Infra Proj,10.77,11.42
2294,Madhav Marbles,50.15,41.2
2295,Madhucon Projects,8.75,10.05
2296,Madhur Industries,0.0,0.0
2297,Madhusudan Inds,0.0,0.0
2298,Madhusudan Secs,36.21,35.29
2299,Madhuveer Com 18,67.5,89.0
2300,Madras Fertilizers,97.95,88.55
2301,Maestros Elec,123.75,177.65
2302,Mafatlal Industries,0.0,0.0
2303,Mafatlal Industries,0.0,124.1
2304,Mafatlal Industries,142.05,0.0
2305,Mafatlal Industries,142.05,124.1
2306,Magadh Sugar,626.65,695.45
2307,Magellanic Cloud,628.95,601.0
2308,Magna Electro,456.35,446.1
2309,Magnanimous Trade,3.84,3.84
2310,Magnum Ventures,60.05,60.6
2311,Magnus Retail,5.9,6.19
2312,Maha Rashtra Apex,136.95,127.0
2313,Mahaan Foods,41.0,50.0
2314,Mahamaya Steel,104.9,112.6
2315,Mahan Industries,2.46,2.03
2316,Mahanagar Gas,1500.6,1319.8
2317,Maharashtra Corp,1.56,0.83
2318,Maharashtra Scooters,7562.0,7567.55
2319,Maharashtra Seamless,957.7,836.35
2320,Mahaveer Infoway,10.2,8.92
2321,Mahavir Industries,0.91,0.91
2322,Mahesh Developers,12.27,11.6
2323,Maheshwari Logistics,74.6,66.2
2324,Mahindra & Mahindra,1960.1,2503.7
